geneId,geneSymbol,geneName,AlteredExpression,Biomarker,GeneticVariation,PostTranslationalModification,Therapeutic,diseaseId,diseaseName,score,NumberOfPubmeds,associationType
4221,MEN1,multiple endocrine neoplasia I,1.0,1.0,1.0,0.0,0.0,25267,Multiple Endocrine Neoplasia Type 1,0.843737418,225,"AlteredExpression, Biomarker, GeneticVariation"
443,ASPA,aspartoacylase,0.0,1.0,1.0,0.0,0.0,206307,Canavan Disease,0.839552918,50,"Biomarker, GeneticVariation"
5009,OTC,ornithine carbamoyltransferase,0.0,1.0,1.0,0.0,1.0,268542,Ornithine Carbamoyltransferase Deficiency Disease,0.838731369,71,"Biomarker, GeneticVariation, Therapeutic"
411,ARSB,arylsulfatase B,0.0,1.0,1.0,0.0,0.0,26709,Mucopolysaccharidosis VI,0.837235851,43,"Biomarker, GeneticVariation"
3848,KRT1,"keratin 1, type II",0.0,1.0,1.0,0.0,0.0,79153,"Hyperkeratosis, Epidermolytic",0.833012246,38,"Biomarker, GeneticVariation"
6261,RYR1,ryanodine receptor 1 (skeletal),0.0,1.0,1.0,0.0,0.0,24591,Malignant Hyperthermia,0.831580104,197,"Biomarker, GeneticVariation"
1130,LYST,lysosomal trafficking regulator,0.0,1.0,1.0,0.0,0.0,7965,Chediak-Higashi Syndrome,0.827342155,18,"Biomarker, GeneticVariation"
4763,NF1,neurofibromin 1,1.0,1.0,1.0,0.0,0.0,27831,Neurofibromatosis 1,0.826153872,225,"AlteredExpression, Biomarker, GeneticVariation"
6794,STK11,serine/threonine kinase 11,0.0,1.0,1.0,0.0,0.0,31269,Peutz-Jeghers Syndrome,0.821637865,181,"Biomarker, GeneticVariation"
2717,GLA,"galactosidase, alpha",1.0,1.0,1.0,0.0,0.0,2986,Fabry Disease,0.819539195,237,"AlteredExpression, Biomarker, GeneticVariation"
367,AR,androgen receptor,1.0,1.0,1.0,0.0,0.0,39585,Androgen-Insensitivity Syndrome,0.817503914,148,"AlteredExpression, Biomarker, GeneticVariation"
7428,VHL,"von Hippel-Lindau tumor suppressor, E3 ubiquitin protein ligase",1.0,1.0,1.0,0.0,0.0,19562,von Hippel-Lindau Disease,0.816103697,188,"AlteredExpression, Biomarker, GeneticVariation"
368,ABCC6,"ATP-binding cassette, sub-family C (CFTR/MRP), member 6",1.0,1.0,1.0,0.0,0.0,33847,Pseudoxanthoma Elasticum,0.812244353,117,"AlteredExpression, Biomarker, GeneticVariation"
7454,WAS,Wiskott-Aldrich syndrome,1.0,1.0,1.0,1.0,0.0,43194,Wiskott-Aldrich Syndrome,0.805889613,139,"AlteredExpression, Biomarker, GeneticVariation, PostTranslationalModification"
2158,F9,coagulation factor IX,1.0,1.0,1.0,0.0,0.0,8533,Hemophilia B,0.804609242,291,"AlteredExpression, Biomarker, GeneticVariation"
2670,GFAP,glial fibrillary acidic protein,1.0,1.0,1.0,0.0,0.0,270726,Alexander Disease,0.802117161,92,"AlteredExpression, Biomarker, GeneticVariation"
4137,MAPT,microtubule-associated protein tau,0.0,1.0,1.0,0.0,0.0,338451,Frontotemporal Dementia,0.800853608,343,"Biomarker, GeneticVariation"
4976,OPA1,optic atrophy 1 (autosomal dominant),0.0,1.0,1.0,0.0,0.0,338508,"Optic Atrophy, Autosomal Dominant",0.800375511,115,"Biomarker, GeneticVariation"
5728,PTEN,phosphatase and tensin homolog,1.0,1.0,1.0,0.0,0.0,18553,"Hamartoma Syndrome, Multiple",0.799169634,195,"AlteredExpression, Biomarker, GeneticVariation"
410,ARSA,arylsulfatase A,1.0,1.0,1.0,0.0,0.0,23522,"Leukodystrophy, Metachromatic",0.793236105,162,"AlteredExpression, Biomarker, GeneticVariation"
3145,HMBS,hydroxymethylbilane synthase,1.0,1.0,1.0,0.0,0.0,162565,"Porphyria, Acute Intermittent",0.7902941,143,"AlteredExpression, Biomarker, GeneticVariation"
4000,LMNA,lamin A/C,1.0,1.0,1.0,1.0,0.0,33300,Progeria,0.783157455,122,"AlteredExpression, Biomarker, GeneticVariation, PostTranslationalModification"
7466,WFS1,Wolfram syndrome 1 (wolframin),0.0,1.0,1.0,0.0,0.0,43207,Wolfram Syndrome,0.78190758,79,"Biomarker, GeneticVariation"
6647,SOD1,"superoxide dismutase 1, soluble",0.0,1.0,1.0,0.0,0.0,1862939,Amyotrophic lateral sclerosis 1,0.78,426,"Biomarker, GeneticVariation"
2261,FGFR3,fibroblast growth factor receptor 3,0.0,1.0,1.0,0.0,0.0,1080,Achondroplasia,0.779578366,110,"Biomarker, GeneticVariation"
2548,GAA,"glucosidase, alpha; acid",1.0,1.0,1.0,0.0,1.0,17921,Glycogen Storage Disease Type II,0.775649924,98,"AlteredExpression, Biomarker, GeneticVariation, Therapeutic"
2131,EXT1,exostosin glycosyltransferase 1,0.0,1.0,1.0,0.0,0.0,15306,"Exostoses, Multiple Hereditary",0.774681282,100,"Biomarker, GeneticVariation"
5354,PLP1,proteolipid protein 1,0.0,1.0,1.0,0.0,0.0,205711,Pelizaeus-Merzbacher Disease,0.77391766,121,"Biomarker, GeneticVariation"
7486,WRN,"Werner syndrome, RecQ helicase-like",1.0,1.0,1.0,0.0,0.0,43119,Werner Syndrome,0.773136244,100,"AlteredExpression, Biomarker, GeneticVariation"
215,ABCD1,"ATP-binding cassette, sub-family D (ALD), member 1",0.0,1.0,1.0,0.0,0.0,162309,Adrenoleukodystrophy,0.772500138,131,"Biomarker, GeneticVariation"
3064,HTT,huntingtin,1.0,1.0,1.0,0.0,0.0,20179,Huntington Disease,0.772303914,228,"AlteredExpression, Biomarker, GeneticVariation"
3251,HPRT1,hypoxanthine phosphoribosyltransferase 1,1.0,1.0,1.0,0.0,0.0,23374,Lesch-Nyhan Syndrome,0.770848141,103,"AlteredExpression, Biomarker, GeneticVariation"
5727,PTCH1,patched 1,0.0,1.0,1.0,0.0,0.0,4779,Basal Cell Nevus Syndrome,0.770203137,104,"Biomarker, GeneticVariation"
1717,DHCR7,7-dehydrocholesterol reductase,0.0,1.0,1.0,0.0,0.0,175694,Smith-Lemli-Opitz Syndrome,0.768883187,82,"Biomarker, GeneticVariation"
2235,FECH,ferrochelatase,0.0,1.0,1.0,0.0,1.0,162568,"Protoporphyria, Erythropoietic",0.768863609,101,"Biomarker, GeneticVariation, Therapeutic"
6519,SLC3A1,"solute carrier family 3 (amino acid transporter heavy chain), member 1",0.0,1.0,1.0,0.0,0.0,10691,Cystinuria,0.767592691,63,"Biomarker, GeneticVariation"
11136,SLC7A9,"solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9",0.0,1.0,1.0,0.0,0.0,10691,Cystinuria,0.767534762,44,"Biomarker, GeneticVariation"
641,BLM,"Bloom syndrome, RecQ helicase-like",1.0,1.0,1.0,0.0,0.0,5859,Bloom Syndrome,0.764885648,64,"AlteredExpression, Biomarker, GeneticVariation"
5080,PAX6,paired box 6,0.0,1.0,1.0,0.0,0.0,3076,Aniridia,0.764735794,140,"Biomarker, GeneticVariation"
6261,RYR1,ryanodine receptor 1 (skeletal),0.0,1.0,1.0,0.0,0.0,751951,"Myopathy, Central Core",0.764072995,88,"Biomarker, GeneticVariation"
538,ATP7A,"ATPase, Cu++ transporting, alpha polypeptide",1.0,1.0,1.0,0.0,0.0,22716,Menkes Kinky Hair Syndrome,0.763937072,83,"AlteredExpression, Biomarker, GeneticVariation"
860,RUNX2,runt-related transcription factor 2,1.0,1.0,1.0,0.0,0.0,8928,Cleidocranial Dysplasia,0.763477022,77,"AlteredExpression, Biomarker, GeneticVariation"
5621,PRNP,prion protein,0.0,1.0,1.0,0.0,0.0,17495,Gerstmann-Straussler-Scheinker Disease,0.760552323,105,"Biomarker, GeneticVariation"
19,ABCA1,"ATP-binding cassette, sub-family A (ABC1), member 1",0.0,1.0,1.0,0.0,0.0,39292,Tangier Disease,0.758773301,95,"Biomarker, GeneticVariation"
6559,SLC12A3,"solute carrier family 12 (sodium/chloride transporter), member 3",0.0,1.0,1.0,0.0,0.0,268450,Gitelman Syndrome,0.757954024,47,"Biomarker, GeneticVariation"
5781,PTPN11,"protein tyrosine phosphatase, non-receptor type 11",0.0,1.0,1.0,0.0,0.0,175704,LEOPARD Syndrome,0.756721944,45,"Biomarker, GeneticVariation"
3423,IDS,iduronate 2-sulfatase,0.0,1.0,1.0,1.0,0.0,26705,Mucopolysaccharidosis II,0.755634684,113,"Biomarker, GeneticVariation, PostTranslationalModification"
5376,PMP22,peripheral myelin protein 22,0.0,1.0,1.0,0.0,0.0,393814,Tomaculous neuropathy,0.755154567,124,"Biomarker, GeneticVariation"
5172,SLC26A4,"solute carrier family 26 (anion exchanger), member 4",0.0,1.0,1.0,0.0,0.0,271829,Pendred syndrome,0.75473465,100,"Biomarker, GeneticVariation"
8878,SQSTM1,sequestosome 1,0.0,1.0,1.0,0.0,0.0,29401,Osteitis Deformans,0.753906476,20,"Biomarker, GeneticVariation"
5979,RET,ret proto-oncogene,0.0,1.0,1.0,1.0,0.0,25269,Multiple Endocrine Neoplasia Type 2b,0.752594128,90,"Biomarker, GeneticVariation, PostTranslationalModification"
2690,GHR,growth hormone receptor,0.0,1.0,1.0,0.0,0.0,271568,Laron Syndrome,0.751353151,75,"Biomarker, GeneticVariation"
6774,STAT3,signal transducer and activator of transcription 3 (acute-phase response factor),0.0,1.0,1.0,0.0,0.0,22398,Job Syndrome,0.750962199,59,"Biomarker, GeneticVariation"
3073,HEXA,hexosaminidase A (alpha polypeptide),0.0,1.0,1.0,0.0,0.0,39373,Tay-Sachs Disease,0.750756689,75,"Biomarker, GeneticVariation"
6197,RPS6KA3,"ribosomal protein S6 kinase, 90kDa, polypeptide 3",1.0,1.0,1.0,0.0,0.0,265252,Coffin-Lowry Syndrome,0.750748281,40,"AlteredExpression, Biomarker, GeneticVariation"
488,ATP2A2,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",0.0,1.0,1.0,0.0,0.0,22595,Darier Disease,0.750406848,30,"Biomarker, GeneticVariation"
4010,LMX1B,"LIM homeobox transcription factor 1, beta",0.0,1.0,1.0,0.0,0.0,27341,Nail-Patella Syndrome,0.750103276,42,"Biomarker, GeneticVariation"
695,BTK,Bruton agammaglobulinemia tyrosine kinase,0.0,1.0,1.0,0.0,0.0,221026,Bruton type agammaglobulinemia,0.750051484,119,"Biomarker, GeneticVariation"
7450,VWF,von Willebrand factor,0.0,1.0,1.0,0.0,0.0,1264039,"von Willebrand Disease, Type 1",0.749533506,96,"Biomarker, GeneticVariation"
25836,NIPBL,Nipped-B homolog (Drosophila),0.0,1.0,1.0,0.0,0.0,270972,De Lange Syndrome,0.749076217,47,"Biomarker, GeneticVariation"
8518,IKBKAP,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein",0.0,1.0,1.0,0.0,0.0,13364,"Dysautonomia, Familial",0.748225704,41,"Biomarker, GeneticVariation"
846,CASR,calcium-sensing receptor,0.0,1.0,1.0,0.0,0.0,342637,"Hypocalciuric hypercalcemia, familial, type 1",0.748115983,93,"Biomarker, GeneticVariation"
4023,LPL,lipoprotein lipase,0.0,1.0,1.0,0.0,0.0,23817,Hyperlipoproteinemia Type I,0.747754484,112,"Biomarker, GeneticVariation"
7957,EPM2A,"epilepsy, progressive myoclonus type 2A, Lafora disease (laforin)",1.0,1.0,1.0,0.0,0.0,751783,Lafora Disease,0.747149613,56,"AlteredExpression, Biomarker, GeneticVariation"
4089,SMAD4,SMAD family member 4,0.0,1.0,1.0,0.0,0.0,345893,Juvenile polyposis syndrome,0.747129058,66,"Biomarker, GeneticVariation"
1387,CREBBP,CREB binding protein,0.0,1.0,1.0,0.0,0.0,35934,Rubinstein-Taybi Syndrome,0.74655364,42,"Biomarker, GeneticVariation"
1121,CHM,choroideremia (Rab escort protein 1),0.0,1.0,1.0,0.0,0.0,8525,Choroideremia,0.7459376,51,"Biomarker, GeneticVariation"
55636,CHD7,chromodomain helicase DNA binding protein 7,0.0,1.0,1.0,0.0,0.0,265354,CHARGE Syndrome,0.745847947,84,"Biomarker, GeneticVariation"
6622,SNCA,"synuclein, alpha (non A4 component of amyloid precursor)",0.0,1.0,1.0,0.0,0.0,752347,Lewy Body Disease,0.744227676,22,"Biomarker, GeneticVariation"
3784,KCNQ1,"potassium channel, voltage gated KQT-like subfamily Q, member 1",0.0,1.0,1.0,0.0,0.0,22387,Jervell-Lange Nielsen Syndrome,0.743718595,34,"Biomarker, GeneticVariation"
2138,EYA1,EYA transcriptional coactivator and phosphatase 1,0.0,1.0,1.0,0.0,0.0,265234,Branchio-Oto-Renal Syndrome,0.743669564,42,"Biomarker, GeneticVariation"
2581,GALC,galactosylceramidase,0.0,1.0,1.0,0.0,0.0,23521,"Leukodystrophy, Globoid Cell",0.742700432,67,"Biomarker, GeneticVariation"
3920,LAMP2,lysosomal-associated membrane protein 2,1.0,1.0,1.0,0.0,0.0,878677,Glycogen Storage Disease Type IIb,0.741968536,35,"AlteredExpression, Biomarker, GeneticVariation"
6262,RYR2,ryanodine receptor 2 (cardiac),0.0,1.0,1.0,0.0,0.0,1631597,Polymorphic catecholergic ventricular tachycardia,0.741546347,77,"Biomarker, GeneticVariation"
7132,TNFRSF1A,"tumor necrosis factor receptor superfamily, member 1A",0.0,1.0,1.0,0.0,0.0,1275126,"Periodic fever, familial, autosomal dominant",0.741360905,62,"Biomarker, GeneticVariation"
1311,COMP,cartilage oligomeric matrix protein,0.0,1.0,1.0,0.0,0.0,410538,Pseudoachondroplasia,0.741360905,60,"Biomarker, GeneticVariation"
5781,PTPN11,"protein tyrosine phosphatase, non-receptor type 11",0.0,1.0,1.0,0.0,0.0,349639,"Leukemia, Myelomonocytic, Juvenile",0.740657972,38,"Biomarker, GeneticVariation"
6949,TCOF1,Treacher Collins-Franceschetti syndrome 1,0.0,1.0,1.0,0.0,0.0,242387,Mandibulofacial Dysostosis,0.740041932,47,"Biomarker, GeneticVariation"
1244,ABCC2,"ATP-binding cassette, sub-family C (CFTR/MRP), member 2",0.0,1.0,1.0,0.0,0.0,22350,"Jaundice, Chronic Idiopathic",0.739984004,29,"Biomarker, GeneticVariation"
3074,HEXB,hexosaminidase B (beta polypeptide),0.0,1.0,1.0,0.0,0.0,36161,Sandhoff Disease,0.739778495,35,"Biomarker, GeneticVariation"
3640,INSL3,insulin-like 3 (Leydig cell),0.0,1.0,1.0,0.0,0.0,10417,Cryptorchidism,0.739523466,31,"Biomarker, GeneticVariation"
34,ACADM,"acyl-CoA dehydrogenase, C-4 to C-12 straight chain",0.0,1.0,1.0,0.0,0.0,220710,Medium chain acyl CoA dehydrogenase deficiency,0.739288992,33,"Biomarker, GeneticVariation"
8910,SGCE,"sarcoglycan, epsilon",0.0,1.0,1.0,0.0,0.0,1834570,Myoclonic dystonia,0.738711302,67,"Biomarker, GeneticVariation"
189,AGXT,alanine-glyoxylate aminotransferase,0.0,1.0,1.0,0.0,0.0,268164,Primary hyperoxaluria type 1,0.738144292,69,"Biomarker, GeneticVariation"
8291,DYSF,dysferlin,0.0,1.0,1.0,0.0,0.0,1850808,Miyoshi myopathy,0.737860788,64,"Biomarker, GeneticVariation"
6899,TBX1,T-box 1,0.0,1.0,1.0,0.0,0.0,12236,DiGeorge Syndrome,0.73780286,48,"Biomarker, GeneticVariation"
6662,SOX9,SRY (sex determining region Y)-box 9,1.0,1.0,1.0,0.0,0.0,1861922,Campomelic Dysplasia,0.737548319,58,"AlteredExpression, Biomarker, GeneticVariation"
5172,SLC26A4,"solute carrier family 26 (anion exchanger), member 4",0.0,1.0,1.0,0.0,0.0,1863752,Enlarged Vestibular Aqueduct,0.73734281,53,"Biomarker, GeneticVariation"
2261,FGFR3,fibroblast growth factor receptor 3,0.0,1.0,1.0,0.0,0.0,1868678,"Thanatophoric Dysplasia, Type I",0.737010274,60,"Biomarker, GeneticVariation"
1861,TOR1A,"torsin family 1, member A (torsin A)",0.0,1.0,1.0,0.0,0.0,1851945,Dystonia musculorum deformans type 1,0.736443265,58,"Biomarker, GeneticVariation"
1287,COL4A5,"collagen, type IV, alpha 5",0.0,1.0,1.0,0.0,0.0,1567742,"ALPORT SYNDROME, X-LINKED",0.73615976,71,"Biomarker, GeneticVariation"
10020,GNE,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,0.0,1.0,1.0,0.0,0.0,1853926,"Distal myopathy, Nonaka type",0.73615976,57,"Biomarker, GeneticVariation"
6910,TBX5,T-box 5,0.0,1.0,1.0,0.0,0.0,265264,Holt-Oram syndrome,0.735407309,39,"Biomarker, GeneticVariation"
3664,IRF6,interferon regulatory factor 6,0.0,1.0,1.0,0.0,0.0,175697,Van der Woude syndrome,0.735358278,46,"Biomarker, GeneticVariation"
5156,PDGFRA,"platelet-derived growth factor receptor, alpha polypeptide",1.0,1.0,1.0,0.0,0.0,238198,Gastrointestinal Stromal Tumors,0.735347648,275,"AlteredExpression, Biomarker, GeneticVariation"
2538,G6PC,"glucose-6-phosphatase, catalytic subunit",0.0,1.0,1.0,0.0,0.0,17920,Glycogen Storage Disease Type I,0.734762305,47,"Biomarker, GeneticVariation"
2990,GUSB,"glucuronidase, beta",0.0,1.0,1.0,0.0,0.0,85132,Mucopolysaccharidosis VII,0.734742238,56,"Biomarker, GeneticVariation"
7390,UROS,uroporphyrinogen III synthase,0.0,1.0,1.0,0.0,0.0,162530,"Porphyria, Erythropoietic",0.734713274,47,"Biomarker, GeneticVariation"
3265,HRAS,Harvey rat sarcoma viral oncogene homolog,0.0,1.0,1.0,0.0,0.0,587248,Costello Syndrome,0.734175229,53,"Biomarker, GeneticVariation"
4627,MYH9,"myosin, heavy chain 9, non-muscle",0.0,1.0,1.0,0.0,0.0,1854520,MYH9-Related Disorders,0.733891724,49,"Biomarker, GeneticVariation"
445,ASS1,argininosuccinate synthase 1,0.0,1.0,1.0,0.0,0.0,175683,Citrullinemia,0.73386276,44,"Biomarker, GeneticVariation"
2263,FGFR2,fibroblast growth factor receptor 2,0.0,1.0,1.0,0.0,0.0,10273,Craniofacial Dysostosis,0.73386276,41,"Biomarker, GeneticVariation"
686,BTD,biotinidase,0.0,1.0,1.0,0.0,0.0,220754,Biotinidase Deficiency,0.733853863,19,"Biomarker, GeneticVariation"
3081,HGD,"homogentisate 1,2-dioxygenase",0.0,1.0,1.0,0.0,0.0,2066,Alkaptonuria,0.733833796,34,"Biomarker, GeneticVariation"
825,CAPN3,"calpain 3, (p94)",0.0,1.0,1.0,0.0,0.0,1869123,Limb-girdle muscular dystrophy type 2A,0.733608219,54,"Biomarker, GeneticVariation"
2697,GJA1,"gap junction protein, alpha 1, 43kDa",0.0,1.0,1.0,0.0,0.0,812437,Oculodentodigital Dysplasia,0.733608219,48,"Biomarker, GeneticVariation"
7299,TYR,tyrosinase,0.0,1.0,1.0,0.0,0.0,268494,Oculocutaneous albinism type 1,0.733324715,48,"Biomarker, GeneticVariation"
657,BMPR1A,"bone morphogenetic protein receptor, type IA",0.0,1.0,1.0,0.0,0.0,345893,Juvenile polyposis syndrome,0.733139272,32,"Biomarker, GeneticVariation"
2705,GJB1,"gap junction protein, beta 1, 32kDa",0.0,1.0,1.0,0.0,0.0,393808,"Charcot-Marie-Tooth disease, X-linked, 1",0.73304121,46,"Biomarker, GeneticVariation"
3931,LCAT,lecithin-cholesterol acyltransferase,0.0,1.0,1.0,0.0,0.0,23195,Lecithin Acyltransferase Deficiency,0.732777773,30,"Biomarker, GeneticVariation"
64840,PORCN,porcupine homolog (Drosophila),0.0,1.0,1.0,0.0,0.0,16395,Focal Dermal Hypoplasia,0.732670813,20,"Biomarker, GeneticVariation"
7490,WT1,Wilms tumor 1,0.0,1.0,1.0,0.0,0.0,950121,Denys-Drash Syndrome,0.732494268,29,"Biomarker, GeneticVariation"
2632,GBE1,"glucan (1,4-alpha-), branching enzyme 1",0.0,1.0,1.0,0.0,0.0,17923,Glycogen Storage Disease Type IV,0.732416273,26,"Biomarker, GeneticVariation"
3784,KCNQ1,"potassium channel, voltage gated KQT-like subfamily Q, member 1",0.0,1.0,1.0,0.0,0.0,35828,Romano-Ward Syndrome,0.732132768,26,"Biomarker, GeneticVariation"
8291,DYSF,dysferlin,0.0,1.0,1.0,0.0,0.0,1850889,"Limb-girdle muscular dystrophy, type 2B",0.731623687,42,"Biomarker, GeneticVariation"
5979,RET,ret proto-oncogene,0.0,1.0,1.0,0.0,0.0,25268,Multiple Endocrine Neoplasia Type 2a,0.731124532,396,"Biomarker, GeneticVariation"
4693,NDP,Norrie disease (pseudoglioma),0.0,1.0,1.0,0.0,0.0,266526,Norrie disease,0.730587731,23,"Biomarker, GeneticVariation"
2201,FBN2,fibrillin 2,0.0,1.0,1.0,0.0,0.0,220668,Congenital contractural arachnodactyly,0.7305387,29,"Biomarker, GeneticVariation"
175,AGA,aspartylglucosaminidase,0.0,1.0,1.0,0.0,0.0,268225,Aspartylglucosaminuria,0.730489669,38,"Biomarker, GeneticVariation"
1476,CSTB,cystatin B (stefin B),0.0,1.0,1.0,0.0,0.0,751785,Unverricht-Lundborg Syndrome,0.730206165,37,"Biomarker, GeneticVariation"
6452,SH3BP2,SH3-domain binding protein 2,0.0,1.0,1.0,0.0,0.0,8029,Cherubism,0.729893696,26,"Biomarker, GeneticVariation"
8074,FGF23,fibroblast growth factor 23,0.0,1.0,1.0,0.0,0.0,342642,"Hypophosphatemic Rickets, Autosomal Dominant",0.729639155,34,"Biomarker, GeneticVariation"
2719,GPC3,glypican 3,0.0,1.0,1.0,0.0,0.0,796154,Simpson-Golabi-Behmel syndrome,0.729639155,34,"Biomarker, GeneticVariation"
5076,PAX2,paired box 2,0.0,1.0,1.0,0.0,0.0,1852759,Papillorenal syndrome,0.729355651,33,"Biomarker, GeneticVariation"
546,ATRX,alpha thalassemia/mental retardation syndrome X-linked,0.0,1.0,1.0,0.0,0.0,1845055,ATR-X syndrome,0.729355651,33,"Biomarker, GeneticVariation"
6329,SCN4A,"sodium channel, voltage gated, type IV alpha subunit",0.0,1.0,1.0,0.0,0.0,238357,"Paralysis, Hyperkalemic Periodic",0.729326687,25,"Biomarker, GeneticVariation"
4534,MTM1,myotubularin 1,0.0,1.0,1.0,0.0,0.0,410203,"Myotubular myopathy, X-linked",0.729072146,37,"Biomarker, GeneticVariation"
7508,XPC,"xeroderma pigmentosum, complementation group C",0.0,1.0,1.0,0.0,0.0,2752147,"Xeroderma Pigmentosum, Complementation Group C",0.729072146,33,"Biomarker, GeneticVariation"
7369,UMOD,uromodulin,0.0,1.0,1.0,0.0,0.0,268113,Juvenile gout,0.728788642,31,"Biomarker, GeneticVariation"
7415,VCP,valosin containing protein,0.0,1.0,1.0,0.0,0.0,1833662,Inclusion Body Myopathy With Early-Onset Paget Disease And Frontotemporal Dementia,0.728788642,31,"Biomarker, GeneticVariation"
582,BBS1,Bardet-Biedl syndrome 1,0.0,1.0,1.0,0.0,0.0,752166,Bardet-Biedl Syndrome,0.728759678,25,"Biomarker, GeneticVariation"
201163,FLCN,folliculin,0.0,1.0,1.0,0.0,0.0,346010,Birt-Hogg-Dube Syndrome,0.728505137,31,"Biomarker, GeneticVariation"
6926,TBX3,T-box 3,0.0,1.0,1.0,0.0,0.0,1866994,Ulnar-mammary syndrome,0.728505137,30,"Biomarker, GeneticVariation"
3630,INS,insulin,0.0,1.0,1.0,0.0,0.0,1833104,"Diabetes Mellitus, Permanent Neonatal",0.728505137,30,"Biomarker, GeneticVariation"
3767,KCNJ11,"potassium channel, inwardly rectifying subfamily J, member 11",0.0,1.0,1.0,0.0,0.0,1833104,"Diabetes Mellitus, Permanent Neonatal",0.728505137,30,"Biomarker, GeneticVariation"
462,SERPINC1,"serpin peptidase inhibitor, clade C (antithrombin), member 1",0.0,1.0,1.0,0.0,0.0,272375,Antithrombin III Deficiency,0.728319694,43,"Biomarker, GeneticVariation"
668,FOXL2,forkhead box L2,0.0,1.0,1.0,0.0,0.0,220663,"Blepharophimosis, Ptosis, and Epicanthus Inversus",0.728270663,22,"Biomarker, GeneticVariation"
4541,ND6,"NADH dehydrogenase, subunit 6 (complex I)",0.0,1.0,1.0,0.0,0.0,917796,"Optic Atrophy, Hereditary, Leber",0.728085221,8,"Biomarker, GeneticVariation"
1513,CTSK,cathepsin K,0.0,1.0,1.0,0.0,0.0,238402,Pycnodysostosis,0.727938128,29,"Biomarker, GeneticVariation"
5189,PEX1,peroxisomal biogenesis factor 1,0.0,1.0,1.0,0.0,0.0,43459,Zellweger Syndrome,0.7278802,12,"Biomarker, GeneticVariation"
